DATOS HORARIOS GENERADOS CON EL EXPLORADOR DE ENERGIA SOLAR PARA UN ANIO METEOROLOGICO TIPICO
""
-----------------------------------------------------------------------------------------
DESCRIPCION,Datos para la evaluacion de la radiacion solar generados con un modelo de transferencia radiativa
VERSION DEL MODELO,2.0
FUENTE,Ministerio de Energia / Departamento de Geofisica Universidad de Chile
CONTACTO,ernc@dgf.uchile.cl
-----------------------------------------------------------------------------------------
""
CARACTERISTICAS DEL SITIO
NOMBRE DEL SITIO,S1
LATITUD,-30.1232
LONGITUD,-70.4926
ALTURA,1250.0
""
-----------------------------------------------------------------------------------------
PERIODO DE DATOS
FECHA INICIAL,2004-01-01 00:00:00
FECHA FINAL,2016-12-18 23:00:00
INTERVALO,60 minutos
METODO DE CALCULO,Promedio de valores instantaneos cada 10 minutos
""
-----------------------------------------------------------------------------------------
VARIABLES INCLUIDAS
""
VARIABLE,UNIDAD,DESCRIPCION
glb,W/m2,Radiacion Global
dir,W/m2,Radiacion Directa
dif,W/m2,Radiacion Difusa
sct,W/m2,Radiacion Difusa Reflejada
ghi,W/m2,Radiacion Global Horizontal
dirh,W/m2,Radiacion Directa
difh,W/m2,Radiacion Difusa
dni,W/m2,Radiacion Directa Normal
temp,C,Temperatura en 2 metros (Corejida)
vel,m/s,Velocidad de Viento
shadow,0 = Sin; 1 = Con (inc. la noche);,Presencia de sombras debido a la topografia
cloud,"1=Si, 0=No",Presencia de nubes
""
-----------------------------------------------------------------------------------------
""
Fecha/Hora,glb,dir,dif,sct,ghi,dirh,difh,dni,temp,vel,shadow,cloud
2006-01-03 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.39,1.91,1.00,0.00
2006-01-03 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.53,2.15,1.00,0.00
2006-01-03 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.64,2.34,1.00,0.00
2006-01-03 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.23,2.53,1.00,0.00
2006-01-03 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.63,2.07,1.00,0.00
2006-01-03 06:00:00,9.13,0.00,8.98,0.15,9.62,0.00,9.62,0.00,16.24,1.53,1.00,0.00
2006-01-03 07:00:00,34.15,0.00,33.57,0.58,35.98,0.00,35.98,0.00,19.09,0.99,1.00,0.00
2006-01-03 08:00:00,342.47,293.18,41.37,7.92,492.74,448.40,44.34,1005.29,21.91,1.10,0.00,0.00
2006-01-03 09:00:00,602.41,545.51,45.20,11.71,728.32,679.88,48.44,1073.64,24.21,2.37,0.00,0.00
2006-01-03 10:00:00,829.04,766.79,47.30,14.94,929.26,878.56,50.70,1111.28,26.52,3.19,0.00,0.00
2006-01-03 11:00:00,999.87,934.02,48.50,17.35,1079.22,1027.24,51.98,1132.24,28.70,4.58,0.00,0.00
2006-01-03 12:00:00,1094.01,1026.30,49.06,18.65,1160.24,1107.66,52.58,1135.53,30.69,5.84,0.00,0.00
2006-01-03 13:00:00,1110.49,1042.49,49.13,18.87,1173.52,1120.86,52.66,1131.68,31.80,6.30,0.00,0.00
2006-01-03 14:00:00,1047.91,981.21,48.72,17.97,1117.86,1065.64,52.22,1120.29,30.77,7.08,0.00,0.00
2006-01-03 15:00:00,912.72,848.82,47.84,16.05,998.62,947.34,51.28,1101.06,29.42,6.06,0.00,0.00
2006-01-03 16:00:00,715.45,656.00,46.20,13.25,823.86,774.34,49.52,1069.10,27.85,4.75,0.00,0.00
2006-01-03 17:00:00,474.00,420.85,43.39,9.76,607.10,560.60,46.50,1015.70,25.92,2.86,0.00,0.00
2006-01-03 18:00:00,216.85,172.61,38.31,5.93,368.96,327.90,41.06,922.96,23.43,1.28,0.00,0.00
2006-01-03 19:00:00,27.11,0.00,26.65,0.46,28.56,0.00,28.56,0.00,21.25,0.52,1.00,0.00
2006-01-03 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.83,1.59,1.00,0.00
2006-01-03 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.77,1.80,1.00,0.00
2006-01-03 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,2.46,1.00,0.00
2006-01-03 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.36,2.79,1.00,0.00
2006-01-04 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.52,2.55,1.00,0.00
2006-01-04 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.75,2.28,1.00,0.00
2006-01-04 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.84,1.81,1.00,0.00
2006-01-04 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.14,1.96,1.00,0.00
2006-01-04 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.06,2.50,1.00,0.00
2006-01-04 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.68,2.03,1.00,0.00
2006-01-04 06:00:00,8.43,0.00,8.29,0.14,8.88,0.00,8.88,0.00,16.81,1.20,1.00,0.00
2006-01-04 07:00:00,33.90,0.00,33.33,0.57,35.72,0.00,35.72,0.00,19.38,0.33,1.00,0.00
2006-01-04 08:00:00,338.64,289.66,41.15,7.84,487.42,443.32,44.10,998.80,22.19,0.99,0.00,0.00
2006-01-04 09:00:00,598.01,541.37,45.03,11.62,722.60,674.34,48.26,1067.86,25.03,2.09,0.00,0.00
2006-01-04 10:00:00,823.55,761.53,47.19,14.83,922.46,871.88,50.58,1104.93,27.36,2.60,0.00,0.00
2006-01-04 11:00:00,993.65,927.98,48.44,17.23,1071.64,1019.72,51.92,1125.14,29.52,3.47,0.00,0.00
2006-01-04 12:00:00,1088.55,1020.98,49.02,18.54,1153.42,1100.88,52.54,1129.25,31.35,4.09,0.00,0.00
2006-01-04 13:00:00,1106.02,1038.18,49.08,18.77,1167.68,1115.08,52.60,1126.01,30.59,2.86,0.00,0.00
2006-01-04 14:00:00,1044.58,978.00,48.68,17.89,1113.08,1060.90,52.18,1115.05,29.43,3.93,0.00,0.00
2006-01-04 15:00:00,911.05,847.27,47.77,16.00,995.48,944.28,51.20,1096.83,28.36,3.30,0.00,0.00
2006-01-04 16:00:00,715.41,656.06,46.13,13.22,822.38,772.94,49.44,1066.10,27.17,2.56,0.00,0.00
2006-01-04 17:00:00,475.02,422.00,43.27,9.75,606.66,560.28,46.38,1013.51,25.31,2.27,0.00,0.00
2006-01-04 18:00:00,217.39,173.30,38.18,5.91,367.52,326.60,40.92,917.19,22.97,1.52,0.00,0.00
2006-01-04 19:00:00,27.01,0.00,26.55,0.46,28.46,0.00,28.46,0.00,20.62,1.36,1.00,0.00
2006-01-04 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.99,1.88,1.00,0.00
2006-01-04 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.80,2.18,1.00,0.00
2006-01-04 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.13,2.88,1.00,0.00
2006-01-04 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.34,3.08,1.00,0.00
2006-01-05 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.20,3.27,1.00,0.00
2006-01-05 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.33,3.52,1.00,0.00
2006-01-05 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,3.58,1.00,0.00
2006-01-05 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.99,3.62,1.00,0.00
2006-01-05 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.76,3.23,1.00,0.00
2006-01-05 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.21,2.62,1.00,0.00
2006-01-05 06:00:00,7.57,0.00,7.45,0.13,7.98,0.00,7.98,0.00,17.89,1.66,1.00,0.00
2006-01-05 07:00:00,33.56,0.00,32.99,0.57,35.36,0.00,35.36,0.00,20.00,0.41,1.00,0.00
2006-01-05 08:00:00,328.92,280.43,40.88,7.60,473.02,429.20,43.82,971.44,22.29,1.87,0.00,0.00
2006-01-05 09:00:00,582.80,526.73,44.77,11.31,703.64,655.66,47.98,1041.41,23.87,2.19,0.00,0.00
2006-01-05 10:00:00,804.74,743.31,46.95,14.48,900.58,850.26,50.32,1079.44,25.55,2.96,0.00,0.00
2006-01-05 11:00:00,972.80,907.78,48.16,16.85,1048.22,996.60,51.62,1100.88,27.19,3.71,0.00,0.00
2006-01-05 12:00:00,1070.30,1003.27,48.82,18.22,1133.02,1080.70,52.32,1109.22,28.58,4.66,0.00,0.00
2006-01-05 13:00:00,1091.29,1023.86,48.93,18.50,1150.94,1098.50,52.44,1109.46,27.79,3.34,0.00,0.00
2006-01-05 14:00:00,1033.43,967.17,48.57,17.68,1099.92,1047.86,52.06,1101.10,26.77,5.72,0.00,0.00
2006-01-05 15:00:00,902.28,838.78,47.68,15.83,984.50,933.40,51.10,1083.52,25.50,2.42,0.00,0.00
2006-01-05 16:00:00,709.06,649.93,46.05,13.08,813.48,764.12,49.36,1052.89,24.32,3.28,0.00,0.00
2006-01-05 17:00:00,471.48,418.61,43.22,9.65,600.32,554.00,46.32,1000.84,22.79,2.69,0.00,0.00
2006-01-05 18:00:00,217.38,173.39,38.12,5.87,364.92,324.06,40.86,907.98,20.43,1.41,0.00,0.00
2006-01-05 19:00:00,26.97,0.00,26.52,0.46,28.42,0.00,28.42,0.00,18.46,0.20,1.00,0.00
2006-01-05 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.50,0.54,1.00,0.00
2006-01-05 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.51,0.42,1.00,0.00
2006-01-05 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.70,1.71,1.00,0.00
2006-01-05 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.10,1.28,1.00,0.00
2006-01-06 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.33,1.41,1.00,0.00
2006-01-06 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.80,0.93,1.00,0.00
2006-01-06 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.81,0.76,1.00,0.00
2006-01-06 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.93,0.39,1.00,0.00
2006-01-06 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.47,0.50,1.00,0.00
2006-01-06 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.48,2.02,1.00,0.00
2006-01-06 06:00:00,6.83,0.00,6.72,0.12,7.20,0.00,7.20,0.00,16.89,0.92,1.00,0.00
2006-01-06 07:00:00,33.22,0.00,32.66,0.56,35.00,0.00,35.00,0.00,18.84,0.43,1.00,0.00
2006-01-06 08:00:00,318.84,270.89,40.59,7.37,458.16,414.66,43.50,943.21,20.87,2.33,0.00,0.00
2006-01-06 09:00:00,568.36,512.82,44.52,11.02,685.46,637.74,47.72,1016.01,22.75,3.19,0.00,0.00
2006-01-06 10:00:00,787.53,726.62,46.76,14.15,880.40,830.28,50.12,1056.09,24.55,3.75,0.00,0.00
2006-01-06 11:00:00,953.74,889.22,48.01,16.51,1026.64,975.18,51.46,1078.46,26.00,5.17,0.00,0.00
2006-01-06 12:00:00,1050.72,984.20,48.65,17.86,1111.18,1059.04,52.14,1087.65,27.69,6.23,0.00,0.00
2006-01-06 13:00:00,1072.16,1005.24,48.76,18.16,1129.62,1077.36,52.26,1088.30,28.59,2.96,0.00,0.00
2006-01-06 14:00:00,1016.06,950.31,48.39,17.36,1080.10,1028.24,51.86,1080.30,27.88,6.01,0.00,0.00
2006-01-06 15:00:00,889.21,826.12,47.51,15.57,968.74,917.82,50.92,1064.89,27.09,5.12,0.00,0.00
2006-01-06 16:00:00,700.07,641.30,45.89,12.89,801.60,752.42,49.18,1035.91,25.94,4.97,0.00,0.00
2006-01-06 17:00:00,466.66,414.09,43.05,9.52,592.32,546.18,46.14,985.42,24.01,4.16,0.00,0.00
2006-01-06 18:00:00,215.67,171.90,37.99,5.78,359.48,318.76,40.72,891.50,21.91,2.18,0.00,0.00
2006-01-06 19:00:00,26.90,0.00,26.44,0.46,28.34,0.00,28.34,0.00,19.64,0.82,1.00,0.00
2006-01-06 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.69,0.10,1.00,0.00
2006-01-06 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.81,0.17,1.00,0.00
2006-01-06 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.23,0.66,1.00,0.00
2006-01-06 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.76,0.81,1.00,0.00
2006-01-07 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.38,0.60,1.00,0.00
2006-01-07 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.67,0.52,1.00,0.00
2006-01-07 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.86,0.30,1.00,0.00
2006-01-07 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.50,0.67,1.00,0.00
2006-01-07 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.47,1.46,1.00,0.00
2006-01-07 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.10,1.22,1.00,0.00
2006-01-07 06:00:00,6.11,0.00,6.01,0.10,6.44,0.00,6.44,0.00,17.14,0.10,1.00,0.00
2006-01-07 07:00:00,33.12,0.00,32.56,0.56,34.90,0.00,34.90,0.00,18.60,0.54,1.00,0.00
2006-01-07 08:00:00,315.98,268.05,40.64,7.30,453.76,410.20,43.56,938.09,21.05,2.14,0.00,0.00
2006-01-07 09:00:00,566.98,511.38,44.62,10.98,683.16,635.34,47.82,1015.27,23.52,2.74,0.00,0.00
2006-01-07 10:00:00,788.96,727.94,46.86,14.17,881.12,830.90,50.22,1058.92,25.72,3.15,0.00,0.00
2006-01-07 11:00:00,959.23,894.52,48.12,16.58,1031.52,979.94,51.58,1084.98,27.91,4.31,0.00,0.00
2006-01-07 12:00:00,1060.24,993.44,48.80,18.01,1120.04,1067.74,52.30,1097.30,29.81,7.64,0.00,0.00
2006-01-07 13:00:00,1085.36,1018.03,48.96,18.36,1142.20,1089.72,52.48,1101.03,31.12,9.18,0.00,0.00
2006-01-07 14:00:00,1031.92,965.68,48.63,17.61,1095.54,1043.42,52.12,1096.13,30.33,9.12,0.00,0.00
2006-01-07 15:00:00,905.03,841.45,47.75,15.83,984.52,933.34,51.18,1082.34,29.14,8.00,0.00,0.00
2006-01-07 16:00:00,714.84,655.56,46.15,13.13,816.88,767.42,49.46,1055.69,27.84,5.43,0.00,0.00
2006-01-07 17:00:00,478.60,425.49,43.37,9.74,605.74,559.26,46.48,1007.69,26.13,3.13,0.00,0.00
2006-01-07 18:00:00,219.69,175.66,38.18,5.85,364.00,323.08,40.92,901.94,24.02,1.47,0.00,0.00
2006-01-07 19:00:00,26.94,0.00,26.48,0.46,28.38,0.00,28.38,0.00,21.98,1.04,1.00,0.00
2006-01-07 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.95,1.29,1.00,0.00
2006-01-07 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.17,2.09,1.00,0.00
2006-01-07 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.74,2.99,1.00,0.00
2006-01-07 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.94,3.92,1.00,0.00
2006-01-08 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.78,4.37,1.00,0.00
2006-01-08 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.70,4.94,1.00,0.00
2006-01-08 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.10,5.16,1.00,0.00
2006-01-08 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.42,4.58,1.00,0.00
2006-01-08 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.58,4.05,1.00,0.00
2006-01-08 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.29,3.30,1.00,0.00
2006-01-08 06:00:00,5.66,0.00,5.56,0.10,5.96,0.00,5.96,0.00,18.71,2.03,1.00,0.00
2006-01-08 07:00:00,33.33,0.00,32.77,0.56,35.12,0.00,35.12,0.00,21.35,0.52,1.00,0.00
2006-01-08 08:00:00,333.42,284.82,40.88,7.71,479.52,435.70,43.82,1001.44,23.80,0.61,0.00,0.00
2006-01-08 09:00:00,595.75,539.35,44.86,11.53,717.44,669.36,48.08,1072.90,26.38,2.09,0.00,0.00
2006-01-08 10:00:00,826.11,764.17,47.12,14.82,921.74,871.24,50.50,1112.48,28.87,2.74,0.00,0.00
2006-01-08 11:00:00,1001.56,935.88,48.39,17.30,1075.88,1024.02,51.86,1135.20,30.66,4.31,0.00,0.00
2006-01-08 12:00:00,1102.62,1034.91,49.00,18.71,1163.48,1110.96,52.52,1142.48,32.74,6.00,0.00,0.00
2006-01-08 13:00:00,1125.33,1057.23,49.08,19.02,1182.80,1130.20,52.60,1142.22,33.78,5.64,0.00,0.00
2006-01-08 14:00:00,1067.53,1000.63,48.70,18.20,1131.82,1079.62,52.20,1134.03,32.54,5.39,0.00,0.00
2006-01-08 15:00:00,936.59,872.41,47.83,16.35,1017.26,966.00,51.26,1119.75,31.55,2.28,0.00,0.00
2006-01-08 16:00:00,740.61,680.83,46.20,13.58,844.74,795.22,49.52,1093.22,30.31,4.24,0.00,0.00
2006-01-08 17:00:00,497.02,443.51,43.42,10.09,627.48,580.94,46.54,1045.66,28.20,3.32,0.00,0.00
2006-01-08 18:00:00,228.40,184.02,38.33,6.06,376.78,335.70,41.08,935.90,25.53,1.39,0.00,0.00
2006-01-08 19:00:00,27.22,0.00,26.76,0.46,28.68,0.00,28.68,0.00,23.10,1.08,1.00,0.00
2006-01-08 20:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.11,1.04,1.00,0.00
2006-01-08 21:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.08,2.43,1.00,0.00
2006-01-08 22:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.57,2.01,1.00,0.00
2006-01-08 23:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.74,1.98,1.00,0.00
2006-01-09 00:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.49,2.23,1.00,0.00
2006-01-09 01:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.94,2.63,1.00,0.00
2006-01-09 02:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.35,1.48,1.00,0.00
2006-01-09 03:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.36,2.61,1.00,0.00
2006-01-09 04:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.31,2.45,1.00,0.00
2006-01-09 05:00:00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.75,2.02,1.00,0.00
2006-01-09 06:00:00,4.86,0.00,4.78,0.08,5.12,0.00,5.12,0.00,17.87,1.03,1.00,0.00
2006-01-09 07:00:00,33.05,0.00,32.49,0.56,34.82,0.00,34.82,0.00,20.44,0.50,1.00,0.00
